WDJname,predicted_class,probability_of_predicted_class,spec_continuum_median_SNR,|                   |,prob_CV,prob_DA,prob_DAH,prob_DAZ_DZA,prob_DB,prob_DBZ_DZB,prob_DC,prob_DO,prob_DQ,prob_DZ
WDJ153727.83+173748.77,DA,0.99492127,5.6743,|                   |,0.00019643953,0.99492127,0.0026834388,0.00050716667,0.00025455095,1.2975877e-07,0.00041056503,0.00041170738,0.00038374765,0.00023089771
WDJ154839.97+204214.43,P<0.7,0.68957835,11.8936,|                   |,0.0014834456,0.68957835,0.30175307,0.00012358479,0.00058083155,1.0409541e-07,0.0013041667,0.0040298924,0.0008778725,0.00026869032
WDJ154124.61+331409.67,DA,0.9978024,13.712,|                   |,0.0002676572,0.9978024,0.0004497723,0.0005061042,0.00014605996,7.408437e-08,0.0001727871,0.00022650832,0.00020885377,0.00021980774
WDJ150648.02+575134.89,DA,0.99337125,10.3521,|                   |,0.0006911958,0.99337125,0.0008563853,0.001342051,0.00024013335,3.244217e-07,0.001436776,0.00057085213,0.00083194935,0.0006590335
WDJ155857.63+424828.73,DA,0.9967127,14.1026,|                   |,0.00041849818,0.9967127,0.00033879725,0.0012344552,0.00012400658,1.5358545e-07,0.00040385604,0.00028211312,0.0002939396,0.00019159532
WDJ153632.07+394450.01,DA,0.9963416,11.3981,|                   |,0.00038281063,0.9963416,0.0012692456,0.00062738685,0.00013128037,8.2666e-08,0.00038074332,0.00037264117,0.00028440243,0.00020994652
WDJ150054.39+435755.23,DA,0.9948454,7.9765,|                   |,0.0005299256,0.9948454,0.000536098,0.0013816591,0.00025140113,3.491504e-07,0.0008581119,0.00044355486,0.00067562965,0.0004778928
WDJ152905.39+231313.91,DA,0.9963112,11.6607,|                   |,0.00026079445,0.9963112,0.001851702,0.0004618245,0.0001011441,4.688377e-08,0.0004085632,0.00026517664,0.00021478304,0.00012478342
WDJ154655.34+144156.03,DA,0.97484154,11.8914,|                   |,8.845144e-05,0.97484154,0.0010305824,0.020363813,0.0008526457,1.7811222e-05,0.0004588432,0.00054068473,0.0012997466,0.00050590193
WDJ153234.12+153517.99,P<0.7,0.563106,22.8295,|                   |,0.0073723206,0.563106,0.0665538,0.002053853,0.24918085,0.0009088534,0.056447115,0.028450819,0.018930456,0.0069959373
WDJ154843.31+472936.11,DB,0.9361981,85.5283,|                   |,0.0017246569,0.000117331176,0.0050514946,3.74621e-08,0.9361981,0.00029891415,0.00022984351,0.0022218965,0.0010985153,0.053059198
WDJ151949.01+190504.72,DA,0.99754775,9.0509,|                   |,0.00036815242,0.99754775,0.00027755048,0.00065039104,8.412716e-05,5.485006e-08,0.00036986114,0.00022993513,0.00023178273,0.00024059381
WDJ155050.49+744001.33,DBZ/DZB,0.96744967,18.0003,|                   |,6.322491e-05,1.3675439e-10,6.244484e-05,0.00014766553,8.959638e-07,0.96744967,2.1101367e-05,0.00025306756,0.020886073,0.0111158285
WDJ151117.01+083835.80,DA,0.97251713,6.4717,|                   |,0.00054494373,0.97251713,0.00840024,0.00063468807,0.00046193632,3.0147075e-07,0.015426931,0.00065486063,0.001036048,0.000322936
WDJ155824.64+200215.32,DA,0.9966868,12.8347,|                   |,0.00034183555,0.9966868,0.0011109698,0.0005131913,0.00012705532,6.542044e-08,0.0004096649,0.0003470111,0.00025969182,0.00020371491
WDJ153159.08+384514.05,DA,0.99645257,8.2105,|                   |,0.0003109924,0.99645257,0.00067965273,0.0006975998,0.00018677519,1.3075818e-07,0.0003485232,0.00042422305,0.0005380286,0.0003614297
WDJ152158.97+183502.39,DA,0.99742246,15.943,|                   |,0.00030773974,0.99742246,0.00036194443,0.00092125736,0.00010661093,9.846992e-08,0.0002243614,0.00022789328,0.00021782382,0.00020969259
WDJ154620.51+010848.56,DA,0.99721116,18.3538,|                   |,0.0003783519,0.99721116,0.0003823772,0.0009979698,0.00015033562,1.5044999e-07,0.00019904514,0.00026545158,0.0002456256,0.0001695189
WDJ150444.93+123052.15,DA,0.9954836,7.0257,|                   |,0.0004650317,0.9954836,0.0005733537,0.0012699135,0.00019857872,2.5332193e-07,0.00038486638,0.0003430679,0.0007024657,0.00057891576
WDJ153223.83+272503.47,P<0.7,0.62125915,17.1866,|                   |,0.0034439887,0.0011845306,0.62125915,6.4088437e-07,0.34989694,0.00018931,0.0022558847,0.012942177,0.00616862,0.0026586712
WDJ155133.17+143937.88,DAZ/DZA,0.92378265,15.4221,|                   |,1.6379686e-06,0.0001089136,6.883657e-05,0.92378265,7.675505e-09,6.5102045e-05,5.6450077e-05,1.4491108e-05,0.07559084,0.00031113718
WDJ155827.15+203134.78,DA,0.9970642,35.6144,|                   |,0.00032911534,0.9970642,0.0009716891,0.00064075814,0.00018473626,1.18719804e-07,0.00018608871,0.00026611626,0.00022594193,0.00013145046
WDJ150558.80+073153.10,DA,0.9963088,7.598,|                   |,0.00042789345,0.9963088,0.0006975061,0.00089451525,0.00013210732,1.1860982e-07,0.00040795357,0.00031279307,0.00043709675,0.0003812324
WDJ154808.20+103039.09,DA,0.997117,13.1963,|                   |,0.00043344664,0.997117,0.00021069654,0.0009995289,7.9773985e-05,7.996695e-08,0.0003769355,0.00022933054,0.0002741567,0.00027908524
WDJ151145.24+382520.26,DA,0.9970001,9.426,|                   |,0.0004116605,0.9970001,0.000497162,0.0007550866,0.00010275921,7.7825575e-08,0.00035610455,0.00027686066,0.00028806747,0.00031219525
WDJ155903.78+105614.51,DA,0.9855925,9.9401,|                   |,0.00037744016,0.9855925,0.003993819,0.00050666183,0.0004421666,2.2730383e-07,0.007830918,0.0004223514,0.00055357855,0.00028041264
WDJ150746.82+520957.95,DAH,0.9997428,74.4218,|                   |,0.000102185135,5.320633e-06,0.9997428,2.9202077e-10,8.640408e-06,4.7422527e-10,3.4929292e-07,0.00013439966,5.6852778e-06,5.580529e-07
WDJ153325.59+132537.25,DB,0.9960507,7.3194,|                   |,5.3010317e-05,3.6130213e-08,0.00041198282,6.01398e-12,0.9960507,0.00016579556,3.1888332e-05,0.00038308703,0.00014923065,0.0027542259
WDJ155708.02+041156.39,DAH,0.9994629,18.9494,|                   |,5.3168205e-05,1.9875229e-07,0.9994629,5.588002e-12,1.0862959e-05,3.0541655e-10,1.0463461e-07,0.00046830546,4.118298e-06,3.4428925e-07
WDJ154023.80+141553.78,DA,0.99759835,18.0071,|                   |,0.00025068966,0.99759835,0.00030054201,0.0010667073,0.00015609253,1.6690589e-07,0.00010709636,0.00018345696,0.00019454275,0.00014236878
WDJ153950.86+015400.17,DA,0.997967,20.4856,|                   |,0.00017287856,0.997967,0.00037538257,0.00071379397,8.3509476e-05,5.972999e-08,0.00024966933,0.00016205691,0.00019817657,7.748815e-05
WDJ151820.06+751835.95,P<0.7,0.5653529,9.078,|                   |,0.0004600033,0.35952652,0.0064592427,0.021070896,0.002601545,0.00015246966,0.5653529,0.0009343667,0.04275408,0.0006879809
WDJ152643.82+205000.57,DA,0.99027795,10.3209,|                   |,0.0009958658,0.99027795,0.0012138424,0.0010517699,0.00051265454,5.4448816e-07,0.002979522,0.0006880431,0.001321269,0.00095838535
WDJ155435.61+163527.79,DA,0.99848914,10.6423,|                   |,8.170785e-05,0.99848914,0.00018815101,0.00052382133,1.9501824e-05,1.0230929e-08,0.0002543965,4.023153e-05,0.0001083465,0.00029470568
WDJ153931.53+000118.47,DA,0.99403083,15.7438,|                   |,0.0004571043,0.99403083,0.0008400906,0.001179838,0.00038009224,4.5114018e-07,0.0011268457,0.0004894386,0.0009146028,0.000580811
WDJ150922.08+430037.29,DA,0.99802715,14.3771,|                   |,0.00026705684,0.99802715,0.00016932948,0.0008168261,7.925574e-05,6.486613e-08,0.0001250371,0.00016301645,0.00018806252,0.00016418209
WDJ154344.50+293416.54,DA,0.99668574,29.6477,|                   |,0.000393027,0.99668574,0.00025223836,0.0011385997,0.00013402486,1.531081e-07,0.00033957872,0.0002762284,0.00046953862,0.00031097862
WDJ154801.96+352725.73,DA,0.99407494,9.8855,|                   |,0.0007579279,0.99407494,0.0021767486,0.00048240952,0.00023212512,1.1264681e-07,0.0007291109,0.0007490835,0.0003924557,0.00040511347
WDJ151354.27+231622.58,DA,0.99701244,9.9962,|                   |,0.00029215714,0.99701244,0.00031895866,0.0012383733,0.00010251011,1.2732617e-07,0.0002791188,0.00023962872,0.00031065257,0.0002059919
WDJ152226.86+500527.96,DA,0.9890965,7.6378,|                   |,0.00036428188,0.9890965,0.00438205,0.0037947285,0.00033483334,1.2846084e-06,0.0005131475,0.00049475685,0.00073975185,0.00027860503
WDJ154357.97+385959.40,DC,0.9751016,10.3238,|                   |,0.00055247155,0.0052228477,0.0068206205,6.414763e-06,0.0020734118,2.5465888e-06,0.9751016,0.005608495,0.004472206,0.00013936014
WDJ155817.31+251250.93,DZ,0.97786283,21.6886,|                   |,2.6119706e-05,7.991702e-08,0.00039230465,0.018596381,5.4332125e-09,0.0012642875,0.00026629245,0.00047824316,0.97786283,0.0011135871
WDJ155433.03+233109.71,DA,0.997142,15.4147,|                   |,0.00010830481,0.997142,0.0016175528,0.00038338444,8.1576756e-05,3.1364902e-08,0.0003417756,0.00010733938,0.00016137927,5.660975e-05
WDJ150850.12+005408.14,DA,0.996186,15.3987,|                   |,0.00038772784,0.996186,0.0009558452,0.00090531056,0.00021379626,1.9429304e-07,0.00026516698,0.00038224927,0.00044391386,0.00025985276
WDJ155744.58+100709.09,DA,0.9968211,21.7939,|                   |,0.00036123456,0.9968211,0.00039487024,0.0013022672,0.0002193434,2.8655464e-07,0.00019297082,0.000226135,0.000274775,0.00020693746
WDJ153959.09+013245.14,DA,0.9942799,7.3967,|                   |,0.00046478896,0.9942799,0.0008882424,0.0008911056,0.00014217022,1.2741752e-07,0.002288357,0.00023842398,0.00044546966,0.00036136614
WDJ155412.29+072306.93,DA,0.9898339,9.2895,|                   |,0.0002795372,0.9898339,0.0056117917,0.00065276725,0.00021281908,1.4034812e-07,0.0025734021,0.00030336736,0.0003433579,0.00018896585
WDJ151812.06+153624.70,DA,0.9878727,7.5763,|                   |,0.00020542022,0.9878727,0.0013741641,0.003777602,0.0011169765,4.2712923e-06,0.002237131,0.00062371383,0.0020795567,0.00070842047
WDJ155333.71+315442.14,DA,0.9952624,6.445,|                   |,0.00046881108,0.9952624,0.0013882533,0.0007417586,0.00019741895,1.4713426e-07,0.00039132714,0.00046829053,0.0006477051,0.00043382958
WDJ155957.81+544554.88,DA,0.995329,13.6192,|                   |,0.00012553394,0.995329,0.0024183772,0.0005982864,0.00019245298,1.15682354e-07,0.00059863465,0.000191325,0.000393496,0.00015267642
WDJ152511.42+320528.84,DA,0.9923946,73.7904,|                   |,0.0012341733,0.9923946,0.0008357944,0.0013116904,0.00023299677,3.0796178e-07,0.0023033028,0.0004843118,0.00043649063,0.00076630164
WDJ155910.36+313630.64,DA,0.99660516,19.156,|                   |,0.00010915393,0.99660516,0.001628933,0.00092969585,0.0001308554,1.2207013e-07,0.00014220305,0.00017714546,0.00023102511,4.578276e-05
WDJ154435.79-013510.96,DA,0.9291217,5.8287,|                   |,0.00075065525,0.9291217,0.009662812,0.007277835,0.022580326,0.0001768723,0.0047120187,0.0036197463,0.009858672,0.012239325
WDJ155424.93+082144.43,DA,0.86933845,6.9813,|                   |,0.0017086717,0.86933845,0.0693607,0.0024606837,0.0038944266,1.102327e-05,0.022698084,0.015486252,0.0138850175,0.001156706
WDJ154204.07+120650.44,DA,0.99424785,24.6364,|                   |,0.00019859624,0.99424785,0.0018022415,0.00097048975,0.00046599878,4.5486348e-07,0.0004550394,0.0005003098,0.0005724251,0.0007865582
WDJ150056.28+703243.05,DAH,0.97317266,20.0934,|                   |,0.00021459583,0.025818164,0.97317266,4.5295737e-06,0.00015190388,2.665022e-08,0.00011663935,0.00031914885,0.00018725237,1.5080089e-05
WDJ152007.18+112652.14,DB,0.9912687,22.3784,|                   |,0.00013159019,8.082007e-07,0.0023819203,1.3717275e-09,0.9912687,0.0016824418,0.00029722258,0.00268821,0.0004739685,0.0010749879
WDJ151820.04+122126.10,DA,0.99649733,14.9273,|                   |,0.00052776706,0.99649733,0.0004831178,0.0007098479,0.00012753236,9.084678e-08,0.0003965447,0.0004440529,0.0003827486,0.00043096748
WDJ151855.24+194400.76,DA,0.99631184,20.689,|                   |,0.00026775128,0.99631184,0.0017156687,0.0006729095,0.00021203407,1.432079e-07,0.0001260564,0.00029446662,0.00028876093,0.00011025967
WDJ153306.58+291135.62,DA,0.99579537,9.1858,|                   |,0.000422099,0.99579537,0.0011912783,0.00071526156,0.0001542137,1.1076887e-07,0.00061428786,0.00042315497,0.00039343277,0.0002909572
WDJ154624.29+260248.02,DA,0.99270314,6.6978,|                   |,0.00036425827,0.99270314,0.0011269642,0.0025772012,0.00047355937,1.2294288e-06,0.0008316595,0.0005152255,0.0010366341,0.00037010972
WDJ150559.34+125333.95,DA,0.99624556,9.476,|                   |,0.0004764834,0.99624556,0.0011967903,0.00032773725,0.00020278139,6.670947e-08,0.00030485052,0.0004994379,0.0003796637,0.0003665255
WDJ150808.18+423752.98,DA,0.99711764,10.268,|                   |,0.0004294465,0.99711764,0.0002541246,0.0009236868,8.4540865e-05,7.831501e-08,0.00032066082,0.00028528023,0.00030143958,0.00028306988
WDJ150343.26+052708.18,DA,0.9955755,26.3524,|                   |,0.0005799738,0.9955755,0.00032000057,0.0014410431,0.00019655832,2.8450782e-07,0.0007055004,0.00033015566,0.00046747207,0.00038355615
WDJ150900.89+500015.41,DA,0.9979214,8.5852,|                   |,7.0794355e-05,0.9979214,0.00027388424,0.0009021286,4.671052e-05,4.2226667e-08,0.00020095095,7.204917e-05,0.00019784209,0.00031423636
WDJ155600.56+215352.46,DA,0.99336654,7.0904,|                   |,0.00032392595,0.99336654,0.0022610438,0.0012079254,0.0006329037,7.696056e-07,0.00045461013,0.0005335005,0.00071699044,0.00050193287
WDJ154358.05+312503.35,DA,0.9963921,10.2351,|                   |,0.00026451488,0.9963921,0.0006296096,0.0012682347,0.00013020658,1.6573046e-07,0.00044429023,0.00023442501,0.00040496394,0.00023148737
WDJ150946.22-033744.78,DA,0.9950564,18.5656,|                   |,0.0001771864,0.9950564,0.0009796619,0.0006633668,0.00035038294,2.3358719e-07,0.00018305426,0.00030621953,0.00033373703,0.0019497634
WDJ155243.05-000524.62,DA,0.99448895,9.0371,|                   |,0.0007111333,0.99448895,0.0006665695,0.00096449075,0.00020521818,1.990279e-07,0.0013763522,0.0004903587,0.00060040964,0.0004962626
WDJ155432.28+061617.88,DA,0.99716914,17.4529,|                   |,0.0004351512,0.99716914,0.00025675062,0.0010054199,6.992927e-05,7.050788e-08,0.00039016485,0.00022776211,0.00021305091,0.00023264227
WDJ153746.70+301728.17,DZ,0.79787153,11.5152,|                   |,5.2738565e-06,9.132629e-08,4.4658722e-05,0.1974026,3.8835254e-10,0.00083942746,7.185293e-05,7.460842e-05,0.79787153,0.0036899622
WDJ150758.72+331240.93,DA,0.99425334,20.9121,|                   |,0.00040488868,0.99425334,0.001356175,0.0010456436,0.00043515663,4.5764872e-07,0.0005943955,0.0006145121,0.0007285701,0.00056699
WDJ150631.38+691338.95,DA,0.9915397,15.4358,|                   |,8.3951236e-05,0.9915397,0.0039682733,0.0012124656,5.489255e-05,6.712321e-08,0.0026616813,5.7184454e-05,0.0003070355,0.00011473318
WDJ150446.23+044143.37,DA,0.98894984,7.4806,|                   |,0.00083082716,0.98894984,0.0014796345,0.0014750691,0.0005287762,7.8869664e-07,0.0042227707,0.00079801667,0.0009693607,0.00074490503
WDJ151354.18+405737.99,DA,0.9949103,7.3095,|                   |,0.00046044224,0.9949103,0.0014465388,0.00076482113,0.00019929055,1.5320136e-07,0.00081984943,0.0004993653,0.00049922056,0.00040000916
WDJ152952.01+002408.27,DA,0.9968616,18.45,|                   |,0.00035283482,0.9968616,0.00031320905,0.0011053835,0.000115947376,1.2856982e-07,0.00035086263,0.0002792122,0.0003695915,0.00025128707
WDJ150551.49+455620.29,DA,0.9964924,29.9229,|                   |,0.00039126564,0.9964924,0.0003106895,0.0012307427,0.00012845757,1.5865471e-07,0.00044736575,0.0003001878,0.0004106369,0.00028807612
WDJ150942.07+141121.09,DA,0.8520588,21.7682,|                   |,0.0006039542,0.8520588,0.14281079,0.00019700591,0.00027131726,6.27317e-08,0.0017584768,0.0012284705,0.00089424604,0.00017680836
WDJ152739.57+314241.90,DB,0.9953233,10.5272,|                   |,7.939405e-05,5.594879e-08,0.0014684049,1.562486e-11,0.9953233,0.0002779647,3.7516646e-05,0.00071937847,0.00016631195,0.0019275962
WDJ153746.04+133733.95,P<0.7,0.51628095,10.6374,|                   |,0.0053009666,0.4562249,0.0040805484,0.0009159162,0.0015933805,3.1988673e-06,0.51628095,0.0013068948,0.012916473,0.0013767498
WDJ153802.48+092955.24,DA,0.9931464,9.7701,|                   |,0.000418976,0.9931464,0.00407923,0.0005139426,0.00011316091,5.855956e-08,0.000940193,0.00038445368,0.00020757112,0.00019598685
WDJ151201.81+345729.67,DA,0.99821234,14.8916,|                   |,0.00028230378,0.99821234,0.00010206352,0.00083406887,5.952168e-05,4.9734087e-08,9.185478e-05,0.0001288781,0.0001444607,0.00014447945
WDJ150626.20+063846.26,DA,0.9966266,37.2072,|                   |,0.00039633672,0.9966266,0.00019515207,0.0017795251,0.00017274704,3.084482e-07,0.00015807801,0.0001964652,0.00027119668,0.00020362371
WDJ151229.40+183554.55,P<0.7,0.34737974,32.0611,|                   |,0.013412232,0.19129525,0.12150961,0.0005395118,0.34737974,0.0009797184,0.21689805,0.07243258,0.029143104,0.006410293
WDJ150850.13-045217.65,DA,0.99757606,39.8478,|                   |,0.0003108662,0.99757606,0.00039836337,0.0007888251,0.00016655333,1.3170067e-07,0.0001480686,0.00021143323,0.00020040196,0.00019924865
WDJ154550.28+115958.94,DB,0.9974282,19.7375,|                   |,2.9265992e-05,5.6754503e-09,0.00025670027,8.150314e-12,0.9974282,0.0014323714,1.3121791e-05,9.38723e-05,6.375038e-05,0.00068281405
WDJ152238.50+044132.86,DA,0.9951607,15.0406,|                   |,0.00010564919,0.9951607,0.0031613419,0.00045098996,0.00011969132,5.4242076e-08,0.0005493381,0.00012593671,0.00024003064,8.6207554e-05
WDJ154344.76+220036.84,DA,0.99650526,14.9122,|                   |,0.00040737126,0.99650526,0.00034808827,0.0015508403,0.00011047866,1.7193562e-07,0.00030854665,0.00026091983,0.00029342496,0.00021493199
WDJ151752.88+531455.51,DA,0.9696628,8.1672,|                   |,0.0012467207,0.9696628,0.0030601437,0.0016189798,0.0012244723,2.044418e-06,0.018187797,0.0008955545,0.0028177903,0.0012837474
WDJ151612.51+453019.44,DA,0.9961361,18.7092,|                   |,0.00041309313,0.9961361,0.0003496804,0.0015541272,0.0001374159,2.1439016e-07,0.00032743748,0.0003628003,0.0004653412,0.0002537422
WDJ151005.05+050905.79,DB,0.9515635,10.4144,|                   |,0.0012894324,0.0005967691,0.018978626,3.4256595e-06,0.9515635,0.005462301,0.0037548034,0.006431658,0.0057475395,0.006172087
WDJ155935.18+325003.11,DA,0.997566,7.3357,|                   |,6.187454e-05,0.997566,0.00053405226,0.0006400483,5.487358e-05,3.5207435e-08,0.0005155493,8.072524e-05,0.00030194476,0.00024495064
WDJ155807.78+084020.93,DAZ/DZA,0.9806989,14.1547,|                   |,1.2774512e-05,0.0032101378,0.00027680013,0.9806989,2.149295e-06,0.00065661076,0.00017341183,0.00018764814,0.014246685,0.0005347403
WDJ153755.41+121122.86,DA,0.9975693,15.1781,|                   |,0.0003345495,0.9975693,0.00027158685,0.00065918424,0.00010701191,7.0712446e-08,0.00022245834,0.00025265114,0.00029053743,0.0002926171
WDJ152303.98+425543.56,DA,0.99709326,25.2426,|                   |,0.0003046599,0.99709326,0.00038832668,0.0009687107,0.0002672159,2.596095e-07,0.0001685834,0.00024970886,0.0003133874,0.00024596063
WDJ150501.20+074416.57,DA,0.99516726,9.6936,|                   |,0.00072727585,0.99516726,0.00023619748,0.0018760432,0.00012917115,2.435075e-07,0.00056412746,0.00035338782,0.00049066683,0.00045561112
WDJ153505.81+124745.20,CV,0.9867437,53.7632,|                   |,0.9867437,4.635949e-14,6.4254286e-06,4.9508496e-12,5.444416e-10,5.8142323e-08,9.4166415e-07,2.4415907e-05,0.01316951,5.489599e-05
WDJ155955.29+263519.38,DA,0.97905225,48.6498,|                   |,0.000821118,0.97905225,0.016604347,0.00031752075,0.0005212976,1.6906434e-07,0.0006449682,0.0011740495,0.00060270913,0.00026156552
WDJ151638.14+341201.16,DA,0.99534786,12.9445,|                   |,0.0003519698,0.99534786,0.0004087557,0.002167732,0.00020559886,4.4776633e-07,0.0003965041,0.00035342306,0.0005162046,0.00025148378
WDJ150506.27+383017.58,P<0.7,0.6325687,35.7105,|                   |,0.00046701057,0.00038204476,0.007793444,0.00021104625,0.6325687,0.3494388,0.00022336269,0.00083120115,0.0028957059,0.0051886085
WDJ150514.07+042143.17,DA,0.99663734,8.8799,|                   |,0.0004326435,0.99663734,0.00042810102,0.0008623486,0.00013753554,1.19003744e-07,0.00036213367,0.0002986598,0.00043003546,0.0004111226
WDJ154503.43+053827.57,DA,0.99444807,12.032,|                   |,0.00031298693,0.99444807,0.00063970225,0.001083618,0.00039485304,4.3025867e-07,0.00024152035,0.00028572918,0.00042242598,0.002170585
WDJ150957.29+415000.60,DA,0.99221504,6.2954,|                   |,0.0005152773,0.99221504,0.0019522251,0.0011160937,0.00036967904,4.158337e-07,0.0015643797,0.00063417567,0.00092541805,0.0007072808
WDJ151418.64+182119.38,DA,0.9981235,14.6497,|                   |,0.00030815773,0.9981235,0.0001128593,0.00089100504,5.0011535e-05,4.4644302e-08,9.1917835e-05,0.00012839604,0.00012346197,0.0001705627
WDJ153024.23+331549.69,DB,0.9911468,18.0718,|                   |,0.00019277996,1.6926847e-06,0.003940285,1.7352241e-09,0.9911468,0.0010160556,6.45825e-05,0.0005536908,0.00035919843,0.00272495
WDJ153722.26+004234.66,DA,0.99683,17.7257,|                   |,0.00048066283,0.99683,0.00018202282,0.0012931341,9.2612565e-05,1.2014132e-07,0.00035526475,0.0002228572,0.0002687225,0.00027459522
WDJ155633.08+012549.55,DA,0.9950007,41.8957,|                   |,0.00040953216,0.9950007,0.00046760545,0.0028235626,0.0001799603,5.106822e-07,0.00017927554,0.00026654257,0.0004925023,0.00017974083
WDJ150854.32+011613.51,DA,0.99603313,16.9431,|                   |,0.00039979068,0.99603313,0.0013817695,0.0005978484,0.00020395135,1.2241759e-07,0.0003060634,0.0004992099,0.00035756835,0.0002205539
WDJ150423.67+131341.12,DA,0.98039776,12.6238,|                   |,0.00077176833,0.98039776,0.015606178,0.00031017722,0.0003311611,1.04772404e-07,0.0008129915,0.0011198128,0.00040777688,0.0002422502
WDJ153210.05+135616.11,DA,0.9619265,35.012,|                   |,0.000949433,0.9619265,0.009946857,0.0014532547,0.009569968,1.4458071e-05,0.0028411709,0.006943299,0.004629034,0.0017259569
WDJ154133.73+391811.07,DA,0.99693424,29.2254,|                   |,0.0003060894,0.99693424,0.00081228965,0.0007696565,0.00024704024,1.9072084e-07,0.00021447659,0.00025259977,0.00029178913,0.0001716397
WDJ154252.76+445829.02,DC,0.9731478,15.7065,|                   |,0.0012601224,1.5400923e-05,0.004074701,1.1230518e-08,0.0016091677,1.1734222e-06,0.9731478,0.015864877,0.0039355676,9.128565e-05
WDJ153226.34+020406.24,DA,0.99710023,23.6523,|                   |,0.000305652,0.99710023,0.0003328435,0.0013112538,0.00022506328,2.9597334e-07,0.00012166291,0.0001938153,0.00023545664,0.00017372117
WDJ153506.53+080741.21,DA,0.998086,13.7031,|                   |,9.010963e-05,0.998086,0.0004910869,0.0005206848,9.8553246e-05,5.141359e-08,0.00035001073,0.00010028151,0.00020102806,6.2323954e-05
WDJ154130.76+032313.05,DA,0.9966846,47.9447,|                   |,0.00038702766,0.9966846,0.0006719317,0.0005796063,0.00015607303,9.076182e-08,0.00047912108,0.00032237213,0.0003943727,0.0003248382
WDJ153634.40+253422.73,DA,0.9924986,7.8112,|                   |,0.00031660407,0.9924986,0.0009607123,0.0044323737,0.00036984234,1.6516693e-06,0.0003005674,0.0002891179,0.0005295591,0.00030108003
WDJ155654.19+483348.71,DA,0.99401075,5.737,|                   |,0.00035154313,0.99401075,0.0027137958,0.0007380207,0.00023608169,1.7528298e-07,0.0005119026,0.00046328962,0.00056229194,0.00041217028
WDJ150610.14+364542.25,DA,0.9962359,26.4562,|                   |,0.0003110926,0.9962359,0.0004681551,0.0019712579,0.00016267659,3.218891e-07,0.00014181485,0.00025073992,0.00033549478,0.00012244876
WDJ152935.00+292801.95,DA,0.9289341,58.55,|                   |,0.0003777901,0.9289341,0.06924485,0.00025593373,0.0001507622,4.153699e-08,0.00022085999,0.00038588888,0.00036555546,6.417886e-05
WDJ152217.17+443255.45,DA,0.99727815,36.482,|                   |,0.0003717968,0.99727815,0.00027131423,0.0008370457,0.000100382946,8.4254445e-08,0.00031683,0.00022045326,0.00031392818,0.00028998576
WDJ130531.97+345606.94,DA,0.9974049,18.397,|                   |,0.00034445402,0.9974049,0.0002537415,0.0006024966,0.000112579924,6.8005505e-08,0.0002895852,0.00026558555,0.00039913968,0.00032754062
WDJ135845.57+314817.30,DA,0.9963996,16.1074,|                   |,0.0003150112,0.9963996,0.00074674765,0.0010973096,0.00016975532,1.8694725e-07,0.00021181104,0.00037919302,0.00050842675,0.00017190498
WDJ133046.39+331609.90,P<0.7,0.55960965,10.144,|                   |,0.0017192205,0.3620183,0.055603854,0.00010779849,0.0018112017,5.39323e-07,0.55960965,0.012722187,0.005636385,0.0007708686
WDJ135239.06+453152.81,DA,0.99734163,13.7082,|                   |,0.00033393665,0.99734163,0.00069089216,0.0006701549,0.00016165171,1.0862045e-07,0.00014680598,0.00024287526,0.00023448771,0.00017747763
WDJ133611.40+273748.57,DA,0.8858934,6.9066,|                   |,0.0012015864,0.8858934,0.01358358,0.00027792217,0.000568603,1.7838192e-07,0.09524594,0.001219458,0.0014216516,0.000587598
WDJ132456.75-070353.14,DC,0.7613738,10.5636,|                   |,0.0055960044,0.012601008,0.061034236,1.585736e-05,0.015173313,1.9094401e-05,0.7613738,0.13065393,0.012141676,0.0013910957
WDJ132115.47+042130.65,DA,0.99646354,11.8261,|                   |,0.00063220377,0.99646354,0.00026574184,0.0010887769,6.6318156e-05,7.246193e-08,0.0005205377,0.00034372893,0.00026967784,0.00034947303
WDJ134220.78+064455.08,DA,0.99473464,6.5381,|                   |,0.00046689968,0.99473464,0.0011548348,0.001111461,0.0003178697,3.5516987e-07,0.00077889074,0.00046346022,0.0005610947,0.00041054463
WDJ133631.50+200422.32,DA,0.99670607,24.2744,|                   |,0.00018977466,0.99670607,0.00072504685,0.000784394,0.00017686751,1.391923e-07,0.00035666738,0.00021877681,0.00040524945,0.0004369465
WDJ132401.70+140823.09,DAH,0.73689306,11.6221,|                   |,0.0015346624,0.25159547,0.73689306,3.486294e-05,0.0013302658,1.8433153e-07,0.00071079616,0.0063559324,0.0012603855,0.0002843118
WDJ131358.14+461639.05,DA,0.99750817,22.8111,|                   |,9.717085e-05,0.99750817,0.00039979996,0.0012677733,0.00012548789,1.5948763e-07,0.00013610073,0.00015695934,0.00025749323,5.0914925e-05
WDJ135717.45+081548.72,DA,0.99268776,13.0623,|                   |,0.00044421814,0.99268776,0.0039744736,0.00036901925,0.00042980385,1.597742e-07,0.0009311239,0.00061838847,0.00030940663,0.00023562131
WDJ135007.41-033316.54,DA,0.9953176,7.6021,|                   |,0.00045055745,0.9953176,0.0006719064,0.0011873209,0.00024580277,2.9321976e-07,0.00072342466,0.0003866174,0.0006126433,0.0004038366
